userId,movieId,rating,timestamp
51,2,4.5,1230932741
51,3,4.0,1230932736
51,7,4.0,1230932700
51,36,3.0,1230929322
51,65,3.5,1230930652
51,70,5.0,1230932691
51,76,5.0,1230930644
51,93,3.0,1230931640
51,111,5.0,1230929314
51,141,3.5,1230931631
51,170,4.0,1230932681
51,177,4.0,1230930634
51,186,3.5,1230932673
51,230,2.5,1230928814
51,236,5.0,1230929830
51,247,5.0,1230928802
51,260,5.0,1230931614
51,316,4.5,1230931604
51,317,3.5,1230932640
51,327,1.5,1230929812
51,333,2.0,1230929800
51,339,4.0,1230929304
51,344,3.0,1230929299
51,377,3.0,1230931596
51,380,4.0,1230931592
51,383,3.0,1230930616
51,387,3.5,1230932629
51,433,3.5,1230931581
51,442,1.5,1230932616
51,466,3.5,1230929794
51,468,4.5,1230929787
51,479,2.0,1230931569
51,482,3.5,1230930599
51,497,5.0,1230929781
51,505,4.0,1230931558
51,520,4.5,1230929776
51,522,3.5,1230931540
51,527,3.0,1230929292
51,551,5.0,1230932599
51,555,4.5,1230932592
51,589,5.0,1230929287
51,593,5.0,1230931534
51,597,3.5,1230931528
51,610,4.0,1230932587
51,616,4.0,1230932567
51,653,4.0,1230932558
51,661,3.0,1230932551
51,708,4.0,1230929765
51,719,4.5,1230932541
51,781,4.0,1230931517
51,804,5.0,1230931511
51,829,4.0,1230931509
51,849,4.5,1230928795
51,858,3.5,1230931501
51,912,3.0,1230929282
51,919,2.0,1230932502
51,924,5.0,1230929275
51,934,1.0,1230930567
51,953,5.0,1230929755
51,965,5.0,1230930560
51,1009,3.5,1230930546
51,1011,1.5,1230931465
51,1014,0.5,1230931457
51,1024,4.0,1230931449
51,1033,4.0,1230930537
51,1079,5.0,1230929741
51,1088,4.0,1230929736
51,1090,3.0,1230932491
51,1093,5.0,1230928832
51,1186,4.5,1230929701
51,1196,5.0,1230929268
51,1200,5.0,1230929263
51,1201,4.0,1230932475
51,1214,5.0,1230929258
51,1215,5.0,1230929695
51,1224,5.0,1230930522
51,1235,5.0,1230929688
51,1243,5.0,1230930514
51,1244,4.0,1230932469
51,1249,5.0,1230932464
51,1257,4.5,1231040856
51,1267,4.0,1230929680
51,1272,5.0,1230928767
51,1276,5.0,1230929673
51,1287,3.5,1230929668
51,1298,5.0,1230930504
51,1301,4.5,1230930497
51,1302,5.0,1230929661
51,1304,5.0,1230929656
51,1350,4.5,1230930492
51,1371,5.0,1230929650
51,1373,5.0,1230928837
51,1391,4.5,1230929645
51,1407,0.5,1230929638
51,1457,3.5,1230930478
51,1479,4.5,1230928786
51,1499,0.5,1230930470
51,1500,5.0,1230932420
51,1580,5.0,1230929254
51,1591,1.0,1230930464
51,1608,3.0,1230929633
51,1639,5.0,1230929619
51,1641,4.0,1230932408
51,1645,5.0,1230932402
51,1663,5.0,1230928790
51,1665,4.0,1230930455
51,1674,5.0,1230929615
51,1688,3.0,1230930449
51,1690,3.0,1230932397
51,1748,4.0,1230932388
51,1753,3.5,1230931407
51,1777,3.0,1230932383
51,1784,5.0,1230932378
51,1792,0.5,1230930437
51,1805,0.5,1230929609
51,1834,4.0,1230930432
51,1845,5.0,1230930426
51,1873,5.0,1230930420
51,1918,3.0,1230932352
51,1953,5.0,1230929606
51,1967,5.0,1230929599
51,1991,3.0,1230931352
51,1994,4.0,1230932345
51,1997,5.0,1230932340
51,1999,5.0,1230931346
51,2011,3.5,1230929592
51,2015,4.0,1230930402
51,2023,3.5,1230932337
51,2033,4.5,1230931338
51,2054,3.0,1230929585
51,2060,3.5,1230931330
51,2097,2.5,1230931323
51,2100,4.0,1230932329
51,2123,3.0,1230931298
51,2124,4.0,1230929579
51,2133,3.5,1230930392
51,2137,3.0,1230930384
51,2140,5.0,1230928861
51,2148,4.0,1230931293
51,2150,3.0,1230932314
51,2151,3.5,1230931287
51,2159,4.0,1230931281
51,2167,4.0,1230929572
51,2169,4.0,1230931276
51,2183,5.0,1230931271
51,2194,5.0,1230929566
51,2248,5.0,1230932301
51,2249,5.0,1230931264
51,2265,2.5,1230932296
51,2279,1.5,1230930373
51,2282,4.5,1230930367
51,2291,4.0,1230932279
51,2301,5.0,1230930362
51,2302,5.0,1230929558
51,2321,5.0,1230932267
51,2322,4.0,1230931259
51,2356,3.5,1230931244
51,2363,2.5,1230931235
51,2371,3.5,1230930355
51,2374,4.0,1230931226
51,2375,5.0,1230930352
51,2376,3.5,1230930346
51,2379,2.0,1230930339
51,2380,1.5,1230930332
51,2391,4.5,1230932259
51,2393,0.5,1230928774
51,2402,1.0,1230930322
51,2407,3.5,1230932254
51,2408,3.0,1230931220
51,2420,3.0,1230932245
51,2454,4.0,1230930306
51,2455,4.5,1230929555
51,2470,4.0,1230932235
51,2490,3.0,1230929547
51,2524,3.5,1230931190
51,2533,3.5,1230930298
51,2554,4.0,1230932214
51,2580,5.0,1230932203
51,2587,3.0,1230932199
51,2598,3.5,1230930292
51,2605,4.0,1230928779
51,2613,5.0,1230931181
51,2615,4.5,1230931177
51,2617,0.5,1230932189
51,2634,3.0,1230932179
51,2641,1.5,1230932173
51,2644,3.5,1230931171
51,2661,3.0,1230932166
51,2664,4.0,1230930279
51,2668,2.5,1230931164
51,2683,0.5,1230929249
51,2701,0.5,1230929541
51,2724,3.5,1230929521
51,2746,3.0,1230928764
51,2752,2.5,1230931151
51,2762,5.0,1230929240
51,2788,5.0,1230930267
51,2791,4.0,1230932160
51,2797,5.0,1230929516
51,2802,3.0,1230931142
51,2808,2.5,1230930262
51,2826,3.5,1230929509
51,2836,4.0,1230931123
51,2871,4.5,1230932150
51,2872,4.0,1230930257
51,2901,5.0,1230931113
51,2916,1.5,1230929500
51,2942,2.0,1230930252
51,2951,4.0,1230930246
51,2978,4.0,1230931108
51,2995,3.5,1230930241
51,3070,5.0,1230930224
51,3082,3.5,1230932124
51,3107,5.0,1230928844
51,3108,5.0,1230932119
51,3115,5.0,1230932108
51,3148,5.0,1230930214
51,3186,4.5,1230930213
51,3219,4.0,1230930205
51,3253,0.5,1230932099
51,3255,3.0,1230929494
