userId,movieId,rating,timestamp
151,1,5.0,855947195
151,3,3.0,855947242
151,9,4.0,855947372
151,12,3.0,855947434
151,62,4.0,855947196
151,75,3.0,855948083
151,92,1.0,855948256
151,95,4.0,855947196
151,102,4.0,855947740
151,104,5.0,855947306
151,107,3.0,855947372
151,135,3.0,855947338
151,141,3.0,855947195
151,216,4.0,855948920
151,562,3.0,855948120
151,609,4.0,855947434
151,631,4.0,855947672
151,634,2.0,855948155
151,648,3.0,855947196
151,656,3.0,855947672
151,661,3.0,855947338
151,673,4.0,855947672
151,710,3.0,855947696
151,719,4.0,855947372
151,724,3.0,855947434
151,736,4.0,855947195
151,742,3.0,855947773
151,743,4.0,855947372
151,747,4.0,855948083
151,761,1.0,855947434
151,765,4.0,855947597
151,780,3.0,855947195
151,784,3.0,855947306
151,785,4.0,855947696
151,786,4.0,855947242
151,788,5.0,855947306
151,799,4.0,855947964
151,802,5.0,855947372
151,810,3.0,855947867
151,813,4.0,855948256
151,828,2.0,855948083
151,837,4.0,855947773
151,840,4.0,855948083
151,842,3.0,855948120
151,852,4.0,855947434
151,879,4.0,855947964
151,880,3.0,855948042
151,885,3.0,855948155
151,1047,4.0,855947597
151,1073,4.0,855947242
151,1265,5.0,855948791
151,1359,4.0,855947643
151,1367,3.0,855947672
151,1390,3.0,855947773
151,1393,2.0,855947578
151,1405,5.0,855947849
151,1409,4.0,855947773
151,1429,4.0,855948013
151,1432,4.0,855948013
152,47,5.0,1450867741
152,50,4.5,1450572430
152,111,5.0,1450867646
152,260,3.0,1450867564
152,296,4.5,1450572451
152,318,3.5,1450572432
152,527,4.5,1450572434
152,541,4.0,1450867576
152,593,4.5,1450572448
152,608,4.0,1450867584
152,750,5.0,1450572506
152,858,5.0,1450572429
152,904,4.0,1450572466
152,908,4.0,1450572513
152,1136,3.5,1450572527
152,1193,4.5,1450572437
152,1198,3.5,1450572456
152,1203,5.0,1450572515
152,1207,4.5,1450572522
152,1213,4.0,1450572454
152,1221,4.0,1450572436
152,1234,4.0,1450572533
152,2329,5.0,1450572468
152,2571,4.0,1450572453
152,2858,4.0,1450572531
152,2959,5.0,1450572450
152,6016,4.5,1450572447
152,7156,4.5,1450867724
152,7361,5.0,1450867691
152,27773,4.5,1450867688
152,44555,4.0,1450867572
152,48516,3.5,1450867566
152,57669,4.0,1450867797
152,58559,4.0,1450572509
152,60074,2.5,1450867827
152,60950,3.5,1450867890
152,61132,3.0,1450867836
152,61323,4.0,1450867814
152,63876,3.5,1450867867
152,64620,4.0,1450867893
152,64716,4.0,1450867899
152,64839,4.5,1450867808
152,69481,5.0,1450867817
152,72011,4.0,1450867832
152,72226,4.5,1450867852
152,72378,2.0,1450867865
152,73321,3.5,1450867885
152,77455,4.0,1450867906
152,79132,3.5,1450572524
152,79702,3.5,1450867823
152,80489,3.5,1450867879
152,85414,3.0,1450867595
152,85774,4.5,1450867668
152,86504,4.5,1450867648
152,86781,4.0,1450867644
152,88129,4.0,1450867829
152,89492,4.0,1450867862
152,89864,3.5,1450867872
152,91630,3.0,1450867875
152,92259,3.0,1450572461
152,96829,4.0,1450867653
152,115713,4.5,1450867608
152,116897,3.5,1450867661
153,1,2.0,1525548642
153,2,2.0,1525550601
153,153,0.5,1525552655
153,266,0.5,1525550862
153,296,3.0,1525548640
153,356,3.5,1525548096
153,364,3.0,1525548909
153,455,0.5,1525552586
153,500,2.0,1525550654
153,520,2.0,1525552333
153,527,2.0,1525548221
153,586,2.5,1525549564
153,597,0.5,1525552912
153,616,2.0,1525552166
153,778,3.5,1525548538
153,780,0.5,1525552465
153,788,0.5,1525552753
153,858,1.0,1525548217
153,1028,2.0,1525552032
153,1193,3.0,1525550558
153,1196,0.5,1525548175
153,1198,0.5,1525548264
153,1206,2.5,1525550483
153,1208,2.0,1525551043
153,1246,4.5,1525548800
153,1258,3.0,1525550826
153,1259,2.0,1525548948
153,1271,4.0,1525549384
153,1356,0.5,1525552756
153,1380,1.0,1525550570
153,1485,0.5,1525552506
153,1580,0.5,1525552893
153,1682,4.5,1525548854
153,1704,4.0,1525548099
153,1721,2.0,1525550658
153,1732,3.5,1525550395
153,1907,3.0,1525552223
153,1954,0.5,1525552646
153,1961,3.0,1525548831
153,2005,2.0,1525552652
153,2011,1.0,1525551059
153,2080,2.0,1525552210
153,2174,1.0,1525551067
153,2291,3.0,1525549175
153,2324,3.0,1525548106
153,2355,0.5,1525552750
153,2378,0.5,1525552641
153,2395,1.0,1525550562
153,2396,2.5,1525548508
153,2571,0.5,1525548255
153,2572,1.0,1525552933
153,2617,0.5,1525552650
153,2671,1.0,1525550835
153,2710,0.5,1525552760
153,2858,3.0,1525548795
153,2908,3.5,1525549339
153,2959,0.5,1525548681
153,3186,4.0,1525549351
153,3408,2.5,1525548836
153,3623,0.5,1525549440
153,3948,1.0,1525549436
153,3949,4.0,1525548489
153,4014,4.0,1525548802
153,4226,4.0,1525548571
153,4306,2.0,1525550598
153,4308,3.0,1525548118
153,4848,2.5,1525548914
153,4878,4.5,1525548441
153,4896,3.0,1525552226
153,4973,5.0,1525548444
153,4979,3.0,1525548713
153,4995,3.5,1525548791
153,5349,0.5,1525552590
153,5992,4.0,1525549401
153,6373,1.5,1525548148
153,6377,1.0,1525550557
153,6711,2.0,1525548491
153,6793,0.5,1525552705
153,6863,2.0,1525552526
153,7147,4.0,1525548569
153,7265,4.0,1525552865
153,7293,0.5,1525548307
153,7317,0.5,1525552680
153,7361,5.0,1525548436
153,7458,0.5,1525552582
153,8464,1.0,1525550393
153,8528,0.5,1525552728
